Name,Category,Popularity,Latitude,Longitude
Badshahi Mosque,,Tier II,31.58796141,74.30944367
Galleria Borghese,,Tier II,41.91419494,12.49214132
Kings Park and Botanic Garden,,Tier II,-31.9609139,115.8321946
National Museum of Nature and Science,,Tier II,35.71646388,139.7763367
Hassan II Mosque,,Tier II,33.60819123,-7.632682092
National Museum of Korea,,Tier II,37.52385055,126.9804155
Portobello Road Market,,Tier II,51.51702676,-0.205878397
Hampton Court Palace,,Tier II,51.40361911,-0.337754456
Central Park,Visited,Tier II,28.63301571,77.21944369
Jawaharlal Nehru Stadium,Need Booking,Tier II,28.58291596,77.23439719
Pattaya Floating Market,,Tier II,12.86788913,100.9046394
Mount Royal Park,,Tier II,45.50156217,-73.59322444
Paradise Beach,,Tier II,11.87167078,79.81924174
Miejsce Pamięci i Muzeum Auschwitz I,,Tier II,50.02705764,19.20379572
Hiroshima Peace Memorial Museum,,Tier II,34.39157737,132.4528759
Cité du Vin,,Tier II,44.86243253,-0.550645542
Jagalchi Market,,Tier II,35.09671643,129.0309738
Suomenlinna,,Tier II,60.14542321,24.98810739
"Himachal Pradesh Cricket Association Stadium, Dharamshala",,Tier II,32.19688598,76.32577828
Independence National Historical Park,,Tier II,39.94952292,-75.1497545
Lahore Fort,,Tier II,31.58817199,74.31543702
Castle of Eger,,Tier II,47.90450981,20.37990532
The Dallas Arboretum and Botanical Garden,,Tier II,32.82361877,-96.71662395
Sydney Fish Market,,Tier II,-33.87290691,151.1926668
VGP Marine Kingdom,,Tier II,12.91214518,80.25030357
Masada National Park,,Tier II,31.31429283,35.35555153
Sula Vineyards,,Tier II,20.00671083,73.68780813
Myeongdong Shopping Street,,Tier II,37.56376981,126.9844609
Daman-e-Koh,,Tier II,33.73832626,73.05651207
Mudumalai Tiger Reserve,,Tier II,11.56295648,76.53435779
Planten un Blomen,,Tier II,53.56204253,9.982097388
Fairmont Nile City Hotel,,Tier II,30.07175753,31.22772519
Mahendra Chaudhary Zoological Park,,Tier II,30.60392889,76.79245187
The Church of Our Lady of Buda Castle,,Tier II,47.50195188,19.03417511
National Rail Museum,Visited -Closes early,Tier II,28.5850008,77.18142396
Shangri-La Eros New Delhi,,Tier III,28.62102349,77.21814659
Ayubia National Park,,Tier III,34.06422302,73.4062288
Royal Botanic Garden Sydney,,Tier III,-33.86418596,151.216569
Museum of New Zealand Te Papa Tongarewa,,Tier III,-41.29050358,174.7820808
"Yadavindra Gardens, Pinjore",,Tier III,30.79417352,76.91415136
"Yadavindra Gardens, Pinjore",,Tier III,30.79406025,76.91469088
Hungarian Parliament Building,,Tier III,47.50711891,19.04566937
Hungarian Parliament Building,,Tier III,47.50711719,19.04568065
Shoes on the Danube Bank,,Tier III,47.50391869,19.04479908
Feroz Shah Kotla Stadium,Need Booking,Tier III,28.63866049,77.24439781
Göreme Open Air Museum,,Tier III,38.6412671,34.84424055
Vivekananda Yuba Bharati Krirangan (VYBK),,Tier III,22.56901111,88.40904291
Tottenham Hotspur Stadium,,Tier III,51.60423355,-0.066186927
Bhadra Wildlife Sanctuary,,Tier III,13.47857095,75.6172227
Jog Falls,,Tier III,14.22415481,74.80925959
"Yadavindra Gardens, Pinjore",,Tier III,30.7940968,76.91469195
Grand Maket Russia,,Tier III,59.88800619,30.32999123
Starfield Coex Mall,,Tier III,37.51136334,127.0595861
Sea World,,Tier III,-27.9572563,153.4255054
Museum of Illusions,Made queries at the Reception,Tier III,28.63318972,77.2179489
Vajdahunyad Castle,,Tier III,47.51488223,19.0830585
Rosenborg Castle,,Tier III,55.68582754,12.57726103
Lion Monument,,Tier III,47.05842139,8.310908306
Colline du Château,,Tier III,43.6959298,7.279661099
Maison et Jardins de Claude Monet,,Tier III,49.0753801,1.5337103
Pratapgad Fort,,Tier III,17.93709977,73.57820902
National Science Centre,Visited 15 years ago,Tier III,28.61313873,77.24537405
Australia Zoo,,Tier III,-26.83572316,152.9631185
Royal Botanic Garden Edinburgh,,Tier III,55.96501843,-3.209109503
Kelvingrove Art Gallery and Museum,,Tier III,55.86859495,-4.290581333
Playa Norte,,Tier III,21.26103523,-86.75087726
Chatsworth House,,Tier III,53.22754797,-1.611418814
Lago Negro,,Tier III,-29.39435399,-50.8777677
Hobbiton™ Movie Set Tours,,Tier III,-37.87211482,175.6828667
Bukchon Hanok Village,,Tier III,37.5814707,126.9849379
The Garden of Five Senses,Just made query,Tier III,28.51339352,77.19750124
Nizamuddin Dargah,Spare it,Tier III,28.59138795,77.24195644
"Raipur City Centre Mall
",,Tier III,21.25480169,81.64618326
Château du Clos Lucé,,Tier III,47.41024807,0.992158791
American Museum of Natural History,,Tier III,40.7813,-73.97395462
Chillon Castle,,Tier III,46.41421247,6.927489308
Guinness Storehouse,,Tier III,53.3416727,-6.286719649
House of Terror Museum,,Tier III,47.5068821,19.0651142
Bolshoi Theatre,,Tier III,55.76015164,37.61862047
Saint Joseph's Oratory of Mount Royal,,Tier III,45.49192605,-73.61645595
Mapusa Municipal Market,,Tier III,15.58834519,73.81279219
Bhaktapur Durbar Square,,Tier III,27.67207109,85.42828554
Bhaktapur Durbar Square,,Tier III,27.6720645,85.42829119
Sigiriya,,Tier III,7.957051371,80.76025174
Rila Monastery,,Tier III,42.13346683,23.34015971
National Martyrs' Monument,,Tier III,23.91134743,90.25472904
York Minster,,Tier III,53.96235396,-1.081886549
Diu Fort,,Tier III,20.71468796,70.99608594
Clock Tower Faisalabad,,Tier III,31.41872131,73.07911941
Friedrichstadt-Palast,,Tier III,52.52393114,13.38881559
Museum of Science,,Tier III,42.36771369,-71.07097243
São Paulo Botanical Garden,,Tier III,-23.63930683,-46.62730706
Kunstkamera,,Tier III,59.94161327,30.30474226
Golghar,,Tier III,25.62030797,85.13948729
Royal Château of Blois,,Tier III,47.58571886,1.330695047
Chapora Fort,,Tier III,15.60457756,73.73693808
Adventure Island,Almost Visited,Tier III,28.72469606,77.11453532
Mémorial de Caen,,Tier III,49.19740462,-0.384024363
Daulatabad Fort,,Tier III,19.94366239,75.22051975
Schloss Hellbrunn,,Tier III,47.76213212,13.06013318
Pichavaram Mangrove Forest,,Tier III,11.43196243,79.78103378
Cardiff Castle,,Tier III,51.48224457,-3.18118645
Basilica of Esztergom,,Tier III,47.79904502,18.73647105
"Elephant Falls, Shillong",,Tier III,25.53751844,91.82253418
Hungarian State Opera,,Tier III,47.50271145,19.05830208
Castle Clinton National Monument,,Tier III,40.70343677,-74.01680452
Lindt Home of Chocolate,,Tier III,47.31821456,8.551133119
Tate Britain,,Tier III,51.49108829,-0.127820375
Attari - Wagah Border,,Tier III,31.6048469,74.5741165
Christiansborg Palace,,Tier III,55.67633359,12.58029752
Atsuta-jingu Shrine,,Tier III,35.12736693,136.908684
Global Vipassana Pagoda,,Tier III,19.22817348,72.80589472
Japanese Park,Visited,Tier III,28.72229976,77.11884819
Mattupetty Dam,,Tier III,10.10601494,77.12433997
Ambuja City Centre,,Tier III,21.27560897,81.687617
Galleria Market,,Tier III,28.46722974,77.0819795
Kruger National Park,,Tier III,-23.98840436,31.55470801
Valley of the Kings,,Tier III,25.7400866,32.60135756
Eravikulam National Park,,Tier III,10.14537006,77.03659168
Selimiye Mosque,,Tier III,41.67810844,26.55914871
Karim Hotel,,Tier III,28.64949503,77.23375887
Liberty Square,,Tier III,47.50398209,19.05059887
Bhangarh Fort,,Tier III,27.09462952,76.291315
Sydney Harbour Bridge,,Tier III,-33.85224133,151.2106005
Central Shaheed Minar,,Tier III,23.72723597,90.39661779
Edakkal Caves,,Tier III,11.62683108,76.23424789
Kasu Brahmanandha Reddy National Park,,Tier III,17.42006299,78.4230482
The Madras Crocodile Bank Trust and Centre for Herpetology,,Tier III,12.74351095,80.23853003
Queen Victoria Building,,Tier III,-33.87172705,151.2066935
Athirappilly Water Falls,,Tier III,10.28508301,76.56978743
Hampstead Heath,,Tier III,51.56082278,-0.162936662
Ramakrishna Beach,,Tier III,17.71416644,83.32360683
Donggung Palace & Wolji Pond,,Tier III,35.83483142,129.2265756
Galle Dutch Fort,,Tier III,6.030458901,80.21502096
Galle Dutch Fort,,Tier III,6.030463205,80.21502561
Glacier National Park,,Tier III,48.75603522,-113.7796339
Bahia Palace,,Tier III,31.62171183,-7.981972233
Riverside Museum,,Tier III,55.86510301,-4.306208787
National Gallery of Art,,Tier III,38.89128821,-77.0199645
Great Wall of China,,Tier III,40.43190764,116.5703987
"Anjuna Beach
",,Tier III,15.5754592,73.74035352
The Old Town,,Tier III,56.15780955,10.19364538
Christiania,,Tier III,56.15781267,10.19364536
Science and Industry Museum,,Tier III,53.47716094,-2.254643561
BIFF Square,,Tier III,35.09825897,129.0291831
Saqsaywaman,,Tier III,-13.50985557,-71.98168864
Musée Rodin,,Tier III,48.85529133,2.315808322
Ahsan Manzil Museum,,Tier III,23.70853759,90.40602111
Ahsan Manzil Museum,,Tier III,23.70854615,90.4060329
Schnoor Bremen,,Tier III,53.07282666,8.809658277
Shymbulak,,Tier III,43.12867002,77.08052066
Abu Simbel Temples,,Tier III,22.33723186,31.62578827
Nehru Park Delhi,Visited,Tier III,28.59100503,77.19319565
Walmart Supercenter,,Tier III,40.79299183,-74.04234341
The Mob Museum,,Tier III,36.17285413,-115.1412612
Mariinsky Theatre,,Tier III,59.92565053,30.29605129
Murud-Janjira Fort,,Tier III,18.2999236,72.96441048
Lehel Market,,Tier III,47.51760183,19.0606739
Aachen Cathedral,,Tier III,50.77471962,6.08391317
Acharya Jagadish Chandra Bose Indian Botanic Garden,,Tier III,22.55862762,88.29112214
Minar-e-Pakistan,,Tier III,31.59259019,74.30952027
National Museum Delhi,Closes too early,Tier III,28.61191717,77.21928017
Seomun Market,,Tier III,35.86888594,128.5807857
Hazarduari Palace & Museum,,Tier III,24.18623876,88.26875874
Kyoto Railway Museum,,Tier III,34.98709722,135.7422737
Dachau Concentration Camp Memorial Site,,Tier III,48.2679231,11.46877677
Convent of Christ,,Tier III,39.60382815,-8.418715101
Forsyth Park,,Tier III,32.06800798,-81.09577275
Snow World,,Tier III,17.4145364,78.48095947
SEA LIFE Melbourne Aquarium,,Tier III,-37.82062882,144.9582176
Arashiyama Bamboo Forest,,Tier III,35.01681775,135.6713075
Chhatarpur Temple,Spare it,Tier III,28.50303175,77.17918531
Chatarpur Mandir,Spare it,Tier III,28.50314555,77.180266
Sunder Nursery,Closes at 8:00 pm,Tier III,28.59560897,77.24512618
Mauritshuis,,Tier III,52.08043146,4.314312329
Hamilton Gardens,,Tier III,-37.80574586,175.3048782
Jet d'Eau de Genève,,Tier III,46.20738382,6.155897549
Yeouido Hangang Park,,Tier III,37.52671361,126.9347015
Ghibli Museum,,Tier III,35.6962392,139.5704311
The Partition Museum,,Tier III,31.62568429,74.87900519
War Memorial of Korea,,Tier III,37.53701225,126.9771648
Titlis Cliff Walk,,Tier III,46.77071764,8.426341634
Hyde Park,,Tier III,-33.87149879,151.2116168
The Pushkin State Museum of Fine Arts,,Tier III,55.74714477,37.60562853
Westfield Sydney,,Tier III,-33.87056349,151.2085014
The Museum of Flight,,Tier III,47.51853811,-122.2968572
Château de Beynac,,Tier III,44.84045869,1.145950877
Nishat Garden,,Tier III,34.12462142,74.8788386
Virasat-e-Khalsa,,Tier III,31.23415065,76.50752549
Pykara Waterfall,,Tier III,11.47293684,76.60413165
Museum of Cosmonautics,,Tier III,55.82293891,37.63985763
Akershus Fortress,,Tier III,59.90757952,10.73704489
"Kumhrar Park
",,Tier III,25.59981897,85.18496065
Koyna Wildlife Sanctuary,,Tier III,17.45076782,73.70781758
Hauz Khas District Park,Visited,Tier III,28.55621146,77.19020147
Patratu Valley,,Tier III,23.57553654,85.27411585
United States Holocaust Memorial Museum,,Tier III,38.8867266,-77.03264803
Griffith Observatory,,Tier III,34.11845136,-118.3003863
Gasometer,,Tier III,51.49423301,6.870271159
Falaise d'Aval,,Tier III,49.70728303,0.193584455
Kronborg Castle,,Tier III,56.03930086,12.62177773
Dover Castle,,Tier III,51.12877102,1.323365833
Barbeque Nation,,Tier III,28.58017535,77.31524873
Melbourne Skydeck,,Tier III,-37.82134413,144.9646676
Erbil Citadel,,Tier III,36.19118624,44.00942229
Emerald Park,,Tier III,53.54529322,-6.459425904
Monastery of Alcobaça,,Tier III,39.54823383,-8.979578202
Metro Walk Mall,Visited,Tier III,28.72502068,77.11312827
Krimml Waterfalls,,Tier III,47.20768371,12.17081399
Imam Reza Shrine,,Tier III,36.28785185,59.61566255
Lal Tibba Scenic Point,,Tier III,30.46668552,78.09497925
Tennoji Zoo,,Tier III,34.65109786,135.5084308
The Palace Museum,,Tier III,39.91634213,116.3971514
Leisure Valley Park,,Tier III,28.46975167,77.06615889
Montreal Museum of Fine Arts,,Tier III,45.49848461,-73.57942277
Cellular Jail,,Tier III,11.67478753,92.74784359
Erzsébet Bridge,,Tier III,47.49086784,19.04922999
Erzsébet Bridge,,Tier III,47.49088959,19.04921926
Galle Face Green,,Tier III,6.923789495,79.84493094
Periyar National Park,,Tier III,9.463127199,77.22863034
Khao Yai National Park,,Tier III,14.31091274,101.5304404
Madhya Pradesh Tribal Museum,,Tier III,23.23444692,77.38318032
Visvesvaraya Industrial & Technological Museum,,Tier III,12.97513051,77.59689896
Mission Dolores Park,,Tier III,37.76022716,-122.4267956
Dehiwala Zoological Gardens,,Tier III,6.85698143,79.8744012
"The State Russian Museum, Mikhailovsky Palace",,Tier III,59.93861223,30.33226546
Dilli Haat Janakpuri,,Tier III,28.6231726,77.09649525
SAMURAI NINJA MUSEUM Kyoto,,Tier III,35.00721873,135.7635652
National Galleries of Scotland: National,,Tier III,55.95096032,-3.195606767
Principality Stadium,,Tier III,51.4782282,-3.182612155
Larco Museum,,Tier III,-12.07255446,-77.07101891
Denver Art Museum,,Tier III,39.7372027,-104.9893256
Melk Abbey,,Tier III,48.22827339,15.33119878
Castillo San Felipe del Morro,,Tier III,18.47063257,-66.12394368
"Club Titos
",,Tier III,15.55619423,73.75311892
Liverpool Cathedral,,Tier III,53.39745405,-2.973340452
Indira Gandhi Tulip Garden,,Tier III,34.09604697,74.87844465
Tulip Garden,,Tier III,34.09603815,74.87844472
Bandipur National Park,,Tier III,11.77876102,76.4646837
Coit Tower,,Tier III,37.80239504,-122.4058206
Sadda Pind,,Tier III,31.6440043,74.81313756
Masti Zone Greater Noida | Snow Masti | Snow Park Delhi | Trampoline | Bowling | kids play | VR Games | Snow World,,Tier III,28.45370169,77.52566875
Ajodhya Hill and Forest Reserve Area,,Tier III,23.20027523,86.12673463
Bangladesh National Museum,,Tier III,23.73745023,90.3948459
Lohagad Fort,,Tier III,18.70727986,73.47782023
Birla Mandir,Spare it,Tier III,28.63268588,77.19900738
Indira Gandhi Memorial Museum,Closes too early,Tier III,28.59992091,77.20613573
Safdarjung’s Tomb,Spare it,Tier III,28.58953657,77.21052529
National Portrait Gallery,,Tier III,51.50943015,-0.128141525
Sajek Valley,,Tier III,23.38378904,92.29388869
Chapel of the Holy Cross,,Tier III,34.83199304,-111.7667667
Botanical Garden,,Tier III,11.93022425,79.82241078
Gobindgarh Fort,,Tier III,31.62688464,74.86004823
Della Adventure Park,,Tier III,18.78143295,73.38907563
AEON MALL KYOTO,,Tier III,34.98272843,135.7544583
Stedelijk Museum Amsterdam,,Tier III,52.35802393,4.879750103
Art Gallery of New South Wales,,Tier III,-33.86884874,151.2173522
Sydney Tower Eye,,Tier III,-33.87033654,151.2088635
Ancient City of Troy,,Tier III,39.9575769,26.23974
Whitby Abbey,,Tier III,54.48834382,-0.60790373
Lake View Park,,Tier III,33.71185866,73.13194948
El Yunque National Forest,,Tier III,18.29511448,-65.80088141
Himalayas,,Tier III,29.09632573,82.80091483
Hungarian National Museum,,Tier III,47.49119624,19.06248557
Svetitskhoveli Cathedral,,Tier III,41.84222859,44.72096614
Rembrandt House Museum,,Tier III,52.36939233,4.901176073
Słowiński National Park,,Tier III,54.70017285,17.31694203
Dalma Wildlife Sanctuary,,Tier III,22.89662743,86.20599404
"Dalma Wildlife Sanctuary
",,Tier III,22.8965297,86.20611267
"National Museum of Ireland, Kildare Street",,Tier III,53.34022161,-6.254933954
The Hakone Open-Air Museum,,Tier III,35.2451608,139.0507222
Royal Palace of Gödöllő,,Tier III,47.59603075,19.34755654
Keoladeo National Park,,Tier III,27.15954171,77.52182039
Lekki Conservation Centre,,Tier III,6.441496865,3.535749542
Viharamahadevi Park,,Tier III,6.913393192,79.8617289
Faberge Museum,,Tier III,59.93471134,30.3428272
Registan Square,,Tier III,39.65484215,66.97560725
National War Memorial,Closes at 8:00 pm,Tier III,28.61268909,77.23308241
Kilkenny Castle,,Tier III,52.65046322,-7.249305032
Victory Monument,,Tier III,13.76484824,100.5382922
Schloss Lichtenstein,,Tier III,48.40626066,9.258013192
Mazaar e Quaid Muhammad Ali Jinnah Mausoleum,,Tier III,24.8754357,67.0409729
ARoS Aarhus Art Museum,,Tier III,56.15390764,10.19967748
Mawsmai Cave,,Tier III,25.2445609,91.72410048
Hussain Sagar,,Tier III,17.42393923,78.4738721
Carlton Gardens,,Tier III,-37.80544843,144.9713876
Discovery Cove,,Tier III,28.40508494,-81.46311306
Kasugataisha Shrine,,Tier III,34.68154459,135.8484715
 KidZania Mumbai,,Tier III,19.09981153,72.91696581
Rundāle Palace Museum,,Tier III,56.41344502,24.02446934
Hong Kong Observation Wheel,,Tier III,22.28532465,114.1616624
Mont-Saint-Michel Abbey,,Tier III,48.63594177,-1.511772952
"Neemrana Fort-Palace - 15th Century, Delhi-Jaipur Highway",,Tier III,27.99393258,76.38814787
I.S. Bindra Punjab Cricket Association Stadium,,Tier III,30.69090036,76.73752391
"Taj Falaknuma Palace, Hyderabad",,Tier III,17.3314387,78.46746839
Changdeokgung,,Tier III,37.57944637,126.9910207
Marari beach,,Tier III,9.600771253,76.2982585
Ohori Park,,Tier III,33.58620869,130.3764685
Palatine Hill,,Tier III,41.88863224,12.4875572
Garden of Dreams,,Tier III,27.71426419,85.31447183
Jorasanko Thakurbari,,Tier III,22.58489241,88.35922451
National Museum of Denmark,,Tier III,55.67449559,12.57465232
Mount Fuji,,Tier III,35.36062151,138.7273139
Great Moscow State Circus,,Tier III,55.69449052,37.5402107
"Dassam Falls
",,Tier III,23.14623751,85.46720192
Tsarevets Fortress,,Tier III,43.08370698,25.65258269
Leeds Castle,,Tier III,51.24872928,0.629795852
Inokashira Park,,Tier III,35.69974733,139.5737024
Banasura Sagar Dam,,Tier III,11.67119478,75.95600211
Cherai Beach,,Tier III,10.1438533,76.17745584
Tughlaqabad Fort,Closes at 6:00 pm,Tier III,28.51095872,77.2623628
Kushida Shrine,,Tier III,33.59295657,130.4104583
Liaquat Bagh Park,,Tier III,33.60614307,73.06430099
Royal Pavilion,,Tier III,50.82235153,-0.137672388
Butrint National Archaeological Park,,Tier III,39.7440065,20.01947014
mipig cafe,,Tier III,34.67170292,135.4987705
Plotinka,,Tier III,56.84384686,60.57233507
Würzburg Residence,,Tier III,49.79273532,9.939139957
JORVIK Viking Centre,,Tier III,53.95744575,-1.080329132
Burg Hohenwerfen,,Tier III,47.48317426,13.18893784
Baháʼí Garden Haifa,,Tier III,32.81142223,34.98533637
Currumbin Wildlife Sanctuary,,Tier III,-28.13555337,153.488524
Chapel of Bones (Évora),,Tier III,38.56878248,-7.908853333
Grand Jamia Masjid,,Tier III,31.36798072,74.18530459
Frederiksborg Castle,,Tier III,55.9349921,12.30130459
Edo-Tokyo Museum,,Tier III,35.69643855,139.7964268
Ban Jhakri Falls Park,,Tier III,27.35081309,88.60320397
Ban Jhakri Falls Park,,Tier III,27.35076648,88.60323518
The Royal Yacht Britannia,,Tier III,55.98214356,-3.177257022
Varkala Beach,,Tier III,8.736348472,76.70240969
Musée aeroscopia,,Tier III,43.6598288,1.359618301
Viking Ship Museum,,Tier III,59.90496304,10.68438846
Kurukshetra Panorama & Science Centre,,Tier III,29.96600086,76.83391772
Lake Como,,Tier III,46.02034424,9.261918397
Namba Yasaka Jinja,,Tier III,34.66155802,135.4967027
Curonian Spit National Park,,Tier III,55.54210034,21.12073494
Sumiyoshi Taisha,,Tier III,34.61232251,135.4936733
Oklahoma City National Memorial & Museum,,Tier III,35.47316697,-97.51710148
Dubrovnik City Walls,,Tier III,42.64225,18.10705033
City Walls & Forts,,Tier III,42.64195391,18.10725683
Skyline Queenstown,,Tier III,-45.02850314,168.6561931
Strokkur Geyser,,Tier III,64.31270061,-20.30072363
Waitomo Glowworm Caves,,Tier III,-38.26070527,175.1036043
The Hidden Castle,,Tier III,17.92525217,78.81553368
Wadi Rum Protected Area,,Tier III,29.55592795,35.40757934
Dallas Museum of Art,,Tier III,32.7877048,-96.8010642
St. Fagans National Museum of History,,Tier III,51.48719756,-3.272373225
"SCIENCE MUSEUM, Khanapara Guwahati",,Tier III,26.12047525,91.81604726
Toyota Commemorative Museum of Industry and Technology,,Tier III,35.18256303,136.8759929
Wadiy e Hajan,,Tier III,34.05447846,75.36379928
Regional Natural Park of the Marais Poitevin,,Tier III,46.33610592,-0.90213462
Salzburg Cathedral,,Tier III,47.79787824,13.04663008
Senbon Torii (Thousand Torii Gates),,Tier III,34.96705789,135.7746578
SkyPoint Observation Deck,,Tier III,-28.00631074,153.4296471
Tagore Hill,,Tier III,23.40126455,85.33795366
Visapur Fort,,Tier III,18.71914889,73.48998392
"Arambol Beach
",,Tier III,15.68310315,73.70368949
Fun N Food Village,Visit next year,Tier III,28.52372714,77.08470059
Umiam Lake Viewpoint,,Tier III,25.65109755,91.89383366
Ima Market,,Tier III,24.80782944,93.93381097
Ima Market,,Tier III,24.80788874,93.93382773
Golden Beach,,Tier IV,19.79845215,85.83754412
Danube,,Tier IV,46.31080228,18.92567899
Flower Exhibition Centre - Ridge Park.,,Tier IV,27.33166242,88.61629268
Hungarian Railway Museum,,Tier IV,47.54244454,19.0956554
Limpopo Zoo,,Tier IV,56.33454499,43.85412688
Shrine of Hazrat Ali,,Tier IV,31.99591612,44.31458539
Queen Street Mall,,Tier IV,-27.46965244,153.0252493
Church of the Nativity,,Tier IV,31.70427597,35.20747515
AURA SKYPOOL Dubai,,Tier IV,25.11402496,55.14026684
Pench National Park,,Tier IV,21.74957434,79.33527566
"Japanese Garden, 31A Chandigarh",,Tier IV,30.70452579,76.78431579
Hill of Crosses,,Tier IV,56.01531191,23.41632365
Parque de Serralves,,Tier IV,41.15903572,-8.658110431
Noor Mahal,,Tier IV,29.37940219,71.66801854
Milad Tower,,Tier IV,35.74473791,51.37546401
Milad Tower,,Tier IV,35.74473791,51.37545352
Belum Caves,,Tier IV,15.10256898,78.11147287
Yusupov Palace,,Tier IV,59.92788971,30.30025662
Champa Gali,Couldn't find,Tier IV,28.51735968,77.19978896
Monserrate,,Tier IV,4.605661357,-74.05556565
Santa Fe Plaza,,Tier IV,35.68752366,-105.9385438
"Martin Luther King, Jr. National Historical Park",,Tier IV,33.75667076,-84.37318201
Cathédrale Ste-Croix,,Tier IV,47.9017746,1.910216642
Durham Cathedral,,Tier IV,54.77321533,-1.576435383
Kerala Folklore Museum,,Tier IV,9.932982642,76.29905404
Bhagwan Birsa Biological Park,,Tier IV,23.46314088,85.45519872
Klis Fortress,,Tier IV,43.55964046,16.52265802
Chashme Shahi Gardens,,Tier IV,34.08602915,74.88775892
Moesgaard Museum,,Tier IV,56.0887337,10.2234791
Sector 17 Market,,Tier IV,30.73947096,76.78248695
St. Basil's Cathedral,,Tier IV,55.75250453,37.6231009
Talakona Waterfall,,Tier IV,13.81152232,79.21586019
Pakistan Monument Museum,,Tier IV,33.69254641,73.06947311
Wazir Khan Mosque,,Tier IV,31.58328235,74.32360412
Marine Dr,,Tier IV,18.94323132,72.82298081
Muzhappilangad Drive In Beach,,Tier IV,11.79635602,75.44254609
Christ Church Cathedral,,Tier IV,53.34351001,-6.271138159
Nidaros Cathedral,,Tier IV,63.42690512,10.39711156
Ashmolean Museum,,Tier IV,51.75541492,-1.260059855
Saint Naum Monastery,,Tier IV,40.91404483,20.74064486
Red beach,,Tier IV,36.34897318,25.39386644
Nohkalikai Falls View point,,Tier IV,25.27130769,91.68990588
Oryukdo Skywalk,,Tier IV,35.10067696,129.1243951
Leopold Museum,,Tier IV,48.20264404,16.35914881
Healesville Sanctuary (Zoos Victoria),,Tier IV,-37.68209521,145.5314491
"Reis Magos Fort
",,Tier IV,15.49646152,73.80915743
Gozsdu Court,,Tier IV,47.49846358,19.05947698
Ranthambore National Park,,Tier IV,26.02023961,76.45822649
Torres del Paine National Park,,Tier IV,-50.9423393,-73.40674831
Sandringham Estate,,Tier IV,52.82968991,0.512490775
AEON MALL Narita,,Tier IV,35.79560899,140.3186979
Colva Beach,,Tier IV,15.27951959,73.91214176
Noormahal Palace Hotel,,Tier IV,29.69815739,77.03038801
Colonial Williamsburg,,Tier IV,37.26969751,-76.69612565
Amager Beachpark,,Tier IV,55.65453413,12.64959751
LOTTE WORLD MALL,,Tier IV,37.51362645,127.1038929
Kolli Hills,,Tier IV,11.24958888,78.33839376
Hungarian National Gallery,,Tier IV,47.49625381,19.0398237
Sukhna Lake,,Tier IV,30.74052292,76.81902349
The Sixth Floor Museum at Dealey Plaza,,Tier IV,32.77981003,-96.80846771
Similipal National Park,,Tier IV,21.59308566,86.29455376
Kangra Fort,,Tier IV,32.08752829,76.25418356
Buddha Park,,Tier IV,27.31307184,88.35590302
Tata Steel Zoological Park,,Tier IV,22.81605556,86.19423824
Farzi Cafe,,Tier IV,28.63259779,77.22149286
Avebury Stone Circle,,Tier IV,51.42892284,-1.854906832
Kanha Tiger Reserve,,Tier IV,22.29947076,80.58647075
Catacombs of Paris,,Tier IV,48.83393722,2.332361323
The Olympic Museum,,Tier IV,46.50872038,6.634072833
Eisriesenwelt,,Tier IV,47.49661426,13.19438183
Frere Hall,,Tier IV,24.84738373,67.03297764
"Hin Ta Hin Yai
",,Tier IV,9.452208147,100.0395494
Cola Beach,,Tier IV,15.05434323,73.97310967
Jahaz Mahal,,Tier IV,22.35564675,75.39314948
Orchha Fort,,Tier IV,25.35075279,78.6426691
National Museum Cardiff,,Tier IV,51.48570192,-3.176874605
Rohtang La,,Tier IV,32.37176432,77.24652146
Butterfly Conservatory,,Tier IV,43.13698986,79.05566626
Hongdae Shopping Street,,Tier IV,37.55419423,126.9224933
Lake Bled,,Tier IV,46.36488849,14.09496061
Independence Square,,Tier IV,6.904189359,79.86763195
Mahavir Harina Vanasthali National Park,,Tier IV,17.3411749,78.58491397
Tempozan Ferris Wheel,,Tier IV,34.6562564,135.4308805
mipig cafe Kyoto,,Tier IV,35.00404547,135.7671434
Zsolnay Cultural Quarter,,Tier IV,46.0784668,18.24787496
Palatinus Strand Baths,,Tier IV,47.52794904,19.04697026
Brunel's SS Great Britain,,Tier IV,51.4491977,-2.608405516
Bogatha Waterfall,,Tier IV,18.47603359,80.50002668
Bogatha Waterfall,,Tier IV,18.47606439,80.50002668
설악산국립공원 설악동지구,,Tier IV,38.17266778,128.493736
Rashtrapati Bhavan,Closes too early,Tier IV,28.61439484,77.19943
Laitlum Canyon,,Tier IV,25.45065073,91.91185719
Classic-Remise Berlin,,Tier IV,52.53041649,13.31848237
Cheonggyecheon,,Tier IV,37.56911689,126.9786897
Doddabetta Peak,,Tier IV,11.40078461,76.73581683
Doddabetta Peak,,Tier IV,11.40075364,76.73581796
St. Sophia's Cathedral,,Tier IV,50.45292953,30.5141995
Dead Sea,,Tier IV,31.55082771,35.47894615
Begijnhof,,Tier IV,52.36948561,4.890341135
Beas River,,Tier IV,31.87903248,76.18649288
The Wallace Collection,,Tier IV,51.51731831,-0.153094506
Horton Plains National Park,,Tier IV,6.809452086,80.8023244
Horton Plains National Park,,Tier IV,6.809451027,80.80233532
